assignment_id,assignment_name,subject,class_id,class_name,teacher_id,teacher_name,student_id,student_name,due_date,planning_level,monitoring_level,evaluation_level,evidence
A058,Assignment 2,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-08-15,Emerging,Accomplished,Not Observed,Student H showed emerging planning behaviour on assignment 2.
A058,Assignment 2,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-08-15,Proficient,Not Observed,Accomplished,Student I showed proficient planning behaviour on assignment 2.
A058,Assignment 2,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-08-15,Not Observed,Not Observed,Not Observed,Student J showed not observed planning behaviour on assignment 2.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-08-29,Not Observed,Proficient,Emerging,Student A showed not observed planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-08-29,Proficient,Accomplished,Accomplished,Student B showed proficient planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-08-29,Proficient,Not Observed,Not Observed,Student C showed proficient planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-08-29,Not Observed,Emerging,Proficient,Student D showed not observed planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-08-29,Emerging,Emerging,Not Observed,Student E showed emerging planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-08-29,Accomplished,Emerging,Emerging,Student F showed accomplished planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-08-29,Proficient,Proficient,Proficient,Student G showed proficient planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-08-29,Proficient,Proficient,Not Observed,Student H showed proficient planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-08-29,Not Observed,Proficient,Not Observed,Student I showed not observed planning behaviour on assignment 3.
A059,Assignment 3,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-08-29,Accomplished,Emerging,Emerging,Student J showed accomplished planning behaviour on assignment 3.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-09-12,Not Observed,Proficient,Emerging,Student A showed not observed planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-09-12,Emerging,Accomplished,Accomplished,Student B showed emerging planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-09-12,Emerging,Not Observed,Proficient,Student C showed emerging planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-09-12,Emerging,Accomplished,Accomplished,Student D showed emerging planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-09-12,Accomplished,Accomplished,Emerging,Student E showed accomplished planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-09-12,Emerging,Proficient,Emerging,Student F showed emerging planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-09-12,Emerging,Emerging,Proficient,Student G showed emerging planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-09-12,Not Observed,Proficient,Accomplished,Student H showed not observed planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-09-12,Proficient,Not Observed,Proficient,Student I showed proficient planning behaviour on assignment 4.
A060,Assignment 4,Secondary 3 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-09-12,Proficient,Emerging,Proficient,Student J showed proficient planning behaviour on assignment 4.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S01,Student A,2026-08-01,Emerging,Emerging,Not Observed,Student A showed emerging planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S02,Student B,2026-08-01,Emerging,Proficient,Not Observed,Student B showed emerging planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S03,Student C,2026-08-01,Proficient,Not Observed,Emerging,Student C showed proficient planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S04,Student D,2026-08-01,Accomplished,Emerging,Accomplished,Student D showed accomplished planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S05,Student E,2026-08-01,Proficient,Emerging,Not Observed,Student E showed proficient planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S06,Student F,2026-08-01,Accomplished,Not Observed,Emerging,Student F showed accomplished planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S07,Student G,2026-08-01,Accomplished,Not Observed,Emerging,Student G showed accomplished planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S08,Student H,2026-08-01,Emerging,Proficient,Accomplished,Student H showed emerging planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S09,Student I,2026-08-01,Accomplished,Not Observed,Proficient,Student I showed accomplished planning behaviour on assignment 1.
A061,Assignment 1,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S10,Student J,2026-08-01,Not Observed,Accomplished,Accomplished,Student J showed not observed planning behaviour on assignment 1.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S01,Student A,2026-08-15,Emerging,Emerging,Accomplished,Student A showed emerging planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S02,Student B,2026-08-15,Accomplished,Accomplished,Accomplished,Student B showed accomplished planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S03,Student C,2026-08-15,Not Observed,Emerging,Not Observed,Student C showed not observed planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S04,Student D,2026-08-15,Accomplished,Not Observed,Accomplished,Student D showed accomplished planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S05,Student E,2026-08-15,Emerging,Emerging,Accomplished,Student E showed emerging planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S06,Student F,2026-08-15,Accomplished,Emerging,Not Observed,Student F showed accomplished planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S07,Student G,2026-08-15,Not Observed,Not Observed,Emerging,Student G showed not observed planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S08,Student H,2026-08-15,Not Observed,Not Observed,Proficient,Student H showed not observed planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S09,Student I,2026-08-15,Proficient,Emerging,Proficient,Student I showed proficient planning behaviour on assignment 2.
A062,Assignment 2,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S10,Student J,2026-08-15,Not Observed,Accomplished,Accomplished,Student J showed not observed planning behaviour on assignment 2.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S01,Student A,2026-08-29,Accomplished,Emerging,Not Observed,Student A showed accomplished planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S02,Student B,2026-08-29,Proficient,Not Observed,Not Observed,Student B showed proficient planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S03,Student C,2026-08-29,Emerging,Not Observed,Not Observed,Student C showed emerging planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S04,Student D,2026-08-29,Not Observed,Proficient,Accomplished,Student D showed not observed planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S05,Student E,2026-08-29,Emerging,Proficient,Not Observed,Student E showed emerging planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S06,Student F,2026-08-29,Proficient,Proficient,Not Observed,Student F showed proficient planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S07,Student G,2026-08-29,Not Observed,Emerging,Emerging,Student G showed not observed planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S08,Student H,2026-08-29,Emerging,Accomplished,Proficient,Student H showed emerging planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S09,Student I,2026-08-29,Emerging,Not Observed,Accomplished,Student I showed emerging planning behaviour on assignment 3.
A063,Assignment 3,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S10,Student J,2026-08-29,Emerging,Proficient,Not Observed,Student J showed emerging planning behaviour on assignment 3.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S01,Student A,2026-09-12,Not Observed,Not Observed,Accomplished,Student A showed not observed planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S02,Student B,2026-09-12,Proficient,Emerging,Proficient,Student B showed proficient planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S03,Student C,2026-09-12,Proficient,Proficient,Proficient,Student C showed proficient planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S04,Student D,2026-09-12,Not Observed,Emerging,Accomplished,Student D showed not observed planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S05,Student E,2026-09-12,Accomplished,Not Observed,Emerging,Student E showed accomplished planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S06,Student F,2026-09-12,Proficient,Not Observed,Proficient,Student F showed proficient planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S07,Student G,2026-09-12,Not Observed,Proficient,Proficient,Student G showed not observed planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S08,Student H,2026-09-12,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S09,Student I,2026-09-12,Proficient,Not Observed,Not Observed,Student I showed proficient planning behaviour on assignment 4.
A064,Assignment 4,Secondary 4 Chemistry,C3A,Class 3A,T3,Mrs. Lim,S10,Student J,2026-09-12,Proficient,Not Observed,Proficient,Student J showed proficient planning behaviour on assignment 4.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S01,Student A,2026-08-01,Proficient,Emerging,Emerging,Student A showed proficient planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S02,Student B,2026-08-01,Emerging,Not Observed,Emerging,Student B showed emerging planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S03,Student C,2026-08-01,Proficient,Proficient,Not Observed,Student C showed proficient planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S04,Student D,2026-08-01,Proficient,Proficient,Emerging,Student D showed proficient planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S05,Student E,2026-08-01,Not Observed,Not Observed,Not Observed,Student E showed not observed planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S06,Student F,2026-08-01,Accomplished,Accomplished,Not Observed,Student F showed accomplished planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S07,Student G,2026-08-01,Accomplished,Not Observed,Emerging,Student G showed accomplished planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S08,Student H,2026-08-01,Proficient,Proficient,Accomplished,Student H showed proficient planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S09,Student I,2026-08-01,Emerging,Emerging,Accomplished,Student I showed emerging planning behaviour on assignment 1.
A065,Assignment 1,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S10,Student J,2026-08-01,Not Observed,Proficient,Accomplished,Student J showed not observed planning behaviour on assignment 1.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S01,Student A,2026-08-15,Emerging,Proficient,Proficient,Student A showed emerging planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S02,Student B,2026-08-15,Emerging,Proficient,Emerging,Student B showed emerging planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S03,Student C,2026-08-15,Not Observed,Emerging,Emerging,Student C showed not observed planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S04,Student D,2026-08-15,Proficient,Not Observed,Not Observed,Student D showed proficient planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S05,Student E,2026-08-15,Not Observed,Not Observed,Proficient,Student E showed not observed planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S06,Student F,2026-08-15,Emerging,Emerging,Proficient,Student F showed emerging planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S07,Student G,2026-08-15,Not Observed,Emerging,Not Observed,Student G showed not observed planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S08,Student H,2026-08-15,Accomplished,Proficient,Not Observed,Student H showed accomplished planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S09,Student I,2026-08-15,Proficient,Emerging,Proficient,Student I showed proficient planning behaviour on assignment 2.
A066,Assignment 2,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S10,Student J,2026-08-15,Accomplished,Not Observed,Not Observed,Student J showed accomplished planning behaviour on assignment 2.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S01,Student A,2026-08-29,Not Observed,Not Observed,Proficient,Student A showed not observed planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S02,Student B,2026-08-29,Proficient,Not Observed,Proficient,Student B showed proficient planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S03,Student C,2026-08-29,Emerging,Not Observed,Not Observed,Student C showed emerging planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S04,Student D,2026-08-29,Accomplished,Not Observed,Emerging,Student D showed accomplished planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S05,Student E,2026-08-29,Emerging,Accomplished,Proficient,Student E showed emerging planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S06,Student F,2026-08-29,Emerging,Proficient,Proficient,Student F showed emerging planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S07,Student G,2026-08-29,Emerging,Emerging,Not Observed,Student G showed emerging planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S08,Student H,2026-08-29,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S09,Student I,2026-08-29,Not Observed,Accomplished,Accomplished,Student I showed not observed planning behaviour on assignment 3.
A067,Assignment 3,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S10,Student J,2026-08-29,Accomplished,Proficient,Emerging,Student J showed accomplished planning behaviour on assignment 3.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S01,Student A,2026-09-12,Proficient,Accomplished,Accomplished,Student A showed proficient planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S02,Student B,2026-09-12,Proficient,Accomplished,Emerging,Student B showed proficient planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S03,Student C,2026-09-12,Emerging,Not Observed,Emerging,Student C showed emerging planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S04,Student D,2026-09-12,Accomplished,Proficient,Accomplished,Student D showed accomplished planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S05,Student E,2026-09-12,Emerging,Proficient,Accomplished,Student E showed emerging planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S06,Student F,2026-09-12,Accomplished,Proficient,Accomplished,Student F showed accomplished planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S07,Student G,2026-09-12,Proficient,Not Observed,Emerging,Student G showed proficient planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S08,Student H,2026-09-12,Not Observed,Proficient,Accomplished,Student H showed not observed planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S09,Student I,2026-09-12,Accomplished,Not Observed,Accomplished,Student I showed accomplished planning behaviour on assignment 4.
A068,Assignment 4,Secondary 4 Chemistry,C3B,Class 3B,T3,Mrs. Lim,S10,Student J,2026-09-12,Not Observed,Emerging,Proficient,Student J showed not observed planning behaviour on assignment 4.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-08-01,Emerging,Proficient,Not Observed,Student A showed emerging planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-08-01,Proficient,Proficient,Emerging,Student B showed proficient planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-08-01,Emerging,Proficient,Not Observed,Student C showed emerging planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-08-01,Accomplished,Not Observed,Accomplished,Student D showed accomplished planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-08-01,Accomplished,Not Observed,Accomplished,Student E showed accomplished planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-08-01,Emerging,Not Observed,Emerging,Student F showed emerging planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-08-01,Not Observed,Accomplished,Emerging,Student G showed not observed planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-08-01,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-08-01,Not Observed,Not Observed,Emerging,Student I showed not observed planning behaviour on assignment 1.
A069,Assignment 1,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-08-01,Emerging,Not Observed,Accomplished,Student J showed emerging planning behaviour on assignment 1.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-08-15,Emerging,Proficient,Accomplished,Student A showed emerging planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-08-15,Emerging,Emerging,Emerging,Student B showed emerging planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-08-15,Not Observed,Not Observed,Not Observed,Student C showed not observed planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-08-15,Accomplished,Emerging,Emerging,Student D showed accomplished planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-08-15,Not Observed,Not Observed,Emerging,Student E showed not observed planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-08-15,Proficient,Emerging,Proficient,Student F showed proficient planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-08-15,Proficient,Not Observed,Proficient,Student G showed proficient planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-08-15,Accomplished,Proficient,Emerging,Student H showed accomplished planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-08-15,Not Observed,Proficient,Not Observed,Student I showed not observed planning behaviour on assignment 2.
A070,Assignment 2,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-08-15,Proficient,Emerging,Accomplished,Student J showed proficient planning behaviour on assignment 2.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-08-29,Emerging,Proficient,Not Observed,Student A showed emerging planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-08-29,Not Observed,Accomplished,Accomplished,Student B showed not observed planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-08-29,Proficient,Proficient,Emerging,Student C showed proficient planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-08-29,Accomplished,Not Observed,Proficient,Student D showed accomplished planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-08-29,Not Observed,Emerging,Emerging,Student E showed not observed planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-08-29,Proficient,Proficient,Proficient,Student F showed proficient planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-08-29,Emerging,Emerging,Not Observed,Student G showed emerging planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-08-29,Proficient,Not Observed,Emerging,Student H showed proficient planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-08-29,Not Observed,Accomplished,Not Observed,Student I showed not observed planning behaviour on assignment 3.
A071,Assignment 3,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S10,Student J,2026-08-29,Accomplished,Proficient,Accomplished,Student J showed accomplished planning behaviour on assignment 3.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S01,Student A,2026-09-12,Accomplished,Not Observed,Not Observed,Student A showed accomplished planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S02,Student B,2026-09-12,Not Observed,Not Observed,Proficient,Student B showed not observed planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S03,Student C,2026-09-12,Accomplished,Emerging,Emerging,Student C showed accomplished planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S04,Student D,2026-09-12,Emerging,Emerging,Proficient,Student D showed emerging planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S05,Student E,2026-09-12,Accomplished,Emerging,Proficient,Student E showed accomplished planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S06,Student F,2026-09-12,Accomplished,Proficient,Accomplished,Student F showed accomplished planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S07,Student G,2026-09-12,Accomplished,Not Observed,Emerging,Student G showed accomplished planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S08,Student H,2026-09-12,Proficient,Not Observed,Not Observed,Student H showed proficient planning behaviour on assignment 4.
A072,Assignment 4,Secondary 4 Chemistry,C4A,Class 4A,T3,Mrs. Lim,S09,Student I,2026-09-12,Not Observed,Proficient,Emerging,Student I showed not observed planning behaviour on assignment 4.
